"","Season_End_Year","Squad","Comp","Player","Nation","Pos","Age","Born","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","Drib_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","Drib_GCA","Sh_GCA","Fld_GCA","Def_GCA","Url"
"14733",2023,"Hoffenheim","Bundesliga","Tom Bischof","GER","MF","17-119",2005,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/07d3bfec/Tom-Bischof"
"14734",2023,"Hoffenheim","Bundesliga","Jacob Bruun Larsen","DEN","FW","24-036",1998,1.5,6,3.91,4,1,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4e204552/Jacob-Bruun-Larsen"
"14735",2023,"Hoffenheim","Bundesliga","Moanes Dabbur","ISR","FW","30-164",1992,4.7,22,4.67,19,0,1,2,0,0,2,0.42,2,0,0,0,0,0,"https://fbref.com/en/players/eac044ad/Moanes-Dabbur"
"14736",2023,"Hoffenheim","Bundesliga","Muhammed Damar","GER","MF","18-199",2004,0.9,3,3.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d3d77413/Muhammed-Damar"
"14737",2023,"Hoffenheim","Bundesliga","Dennis Geiger","GER","MF","24-137",1998,7.4,28,3.76,18,7,1,0,0,2,2,0.27,1,1,0,0,0,0,"https://fbref.com/en/players/37f606f0/Dennis-Geiger"
"14738",2023,"Hoffenheim","Bundesliga","Ozan Kabak","TUR","DF","22-214",2000,11,9,0.82,4,0,0,1,1,3,2,0.18,0,0,0,1,0,1,"https://fbref.com/en/players/2d61d13a/Ozan-Kabak"
"14739",2023,"Hoffenheim","Bundesliga","Pavel Kadeřábek","CZE","MF","30-183",1992,5.8,11,1.9,11,0,0,0,0,0,1,0.17,1,0,0,0,0,0,"https://fbref.com/en/players/79c90e45/Pavel-Kaderabek"
"14740",2023,"Hoffenheim","Bundesliga","Andrej Kramarić","CRO","FW,MF","31-128",1991,8.4,29,3.45,25,0,1,3,0,0,4,0.48,3,0,0,1,0,0,"https://fbref.com/en/players/603cb947/Andrej-Kramaric"
"14741",2023,"Hoffenheim","Bundesliga","Stanley N'Soki","FRA","DF","23-199",1999,5.6,7,1.24,3,1,0,1,1,1,1,0.18,0,1,0,0,0,0,"https://fbref.com/en/players/61590953/Stanley-NSoki"
"14742",2023,"Hoffenheim","Bundesliga","Finn Ole Becker","GER","MF","22-139",2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/dd2e62da/Finn-Ole-Becker"
"14743",2023,"Hoffenheim","Bundesliga","Stefan Posch","AUT","DF","25-164",1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7f609bfc/Stefan-Posch"
"14744",2023,"Hoffenheim","Bundesliga","Grischa Prömel","GER","MF","27-289",1995,10.7,19,1.77,11,1,0,2,2,3,1,0.09,1,0,0,0,0,0,"https://fbref.com/en/players/924f9191/Grischa-Promel"
"14745",2023,"Hoffenheim","Bundesliga","Sebastian Rudy","GER","MF","32-239",1990,2.1,5,2.33,3,2,0,0,0,0,1,0.47,1,0,0,0,0,0,"https://fbref.com/en/players/80f36c88/Sebastian-Rudy"
"14746",2023,"Hoffenheim","Bundesliga","Georginio Rutter","FRA","FW","20-188",2002,8.4,30,3.59,20,0,7,1,2,0,4,0.48,2,0,2,0,0,0,"https://fbref.com/en/players/c64c01fc/Georginio-Rutter"
"14747",2023,"Hoffenheim","Bundesliga","Diadie Samassékou","MLI","MF","26-287",1996,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/08593525/Diadie-Samassekou"
"14748",2023,"Hoffenheim","Bundesliga","Eduardo Simões","POR","DF","20-237",2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/7ec723b7/Eduardo-Simoes"
"14749",2023,"Hoffenheim","Bundesliga","Robert Skov","DEN","MF","26-158",1996,7.2,18,2.48,13,1,1,3,0,0,2,0.28,1,0,0,1,0,0,"https://fbref.com/en/players/ff98492b/Robert-Skov"
"14750",2023,"Hoffenheim","Bundesliga","Angelo Stiller","GER","MF","21-204",2001,0.7,4,5.45,4,0,0,0,0,0,1,1.36,1,0,0,0,0,0,"https://fbref.com/en/players/3b1ed320/Angelo-Stiller"
"14751",2023,"Hoffenheim","Bundesliga","Kevin Vogt","GER","DF","31-032",1991,9.6,5,0.52,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/1d8e9add/Kevin-Vogt"
"14752",2023,"Inter","Serie A","Francesco Acerbi","ITA","DF","34-257",1988,4.9,5,1.03,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b96b595c/Francesco-Acerbi"
"14753",2023,"Inter","Serie A","Kristjan Asllani","ALB","MF","20-230",2002,1.8,3,1.64,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/0fdcef0e/Kristjan-Asllani"
"14754",2023,"Inter","Serie A","Nicolò Barella","ITA","MF","25-260",1997,10.5,42,4.02,36,2,1,0,3,0,5,0.48,5,0,0,0,0,0,"https://fbref.com/en/players/6928979a/Nicolo-Barella"
"14755",2023,"Inter","Serie A","Alessandro Bastoni","ITA","DF","23-195",1999,5.5,16,2.88,14,0,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/75b86fb3/Alessandro-Bastoni"
"14756",2023,"Inter","Serie A","Raoul Bellanova","ITA","DF,MF","22-161",2000,0.5,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e3756e72/Raoul-Bellanova"
"14757",2023,"Inter","Serie A","Marcelo Brozović","CRO","MF","29-343",1992,6.3,11,1.73,7,2,0,2,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/33b8d077/Marcelo-Brozovic"
"14758",2023,"Inter","Serie A","Hakan Çalhanoğlu","TUR","MF","28-259",1994,8.4,35,4.18,22,10,0,2,1,0,3,0.36,3,0,0,0,0,0,"https://fbref.com/en/players/cd0fa27b/Hakan-Calhanoglu"
"14759",2023,"Inter","Serie A","Valentin Carboni","ITA","MF","17-234",2005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/707b98f1/Valentin-Carboni"
"14760",2023,"Inter","Serie A","Joaquín Correa","ARG","FW","28-073",1994,3.2,10,3.09,7,0,0,1,2,0,3,0.93,3,0,0,0,0,0,"https://fbref.com/en/players/45b9b619/Joaquin-Correa"
"14761",2023,"Inter","Serie A","Danilo D'Ambrosio","ITA","DF","34-046",1988,1.2,2,1.68,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/44eb9093/Danilo-DAmbrosio"
"14762",2023,"Inter","Serie A","Matteo Darmian","ITA","MF","32-327",1989,5.4,16,2.94,12,2,0,0,1,1,4,0.73,3,0,0,0,1,0,"https://fbref.com/en/players/96e0490d/Matteo-Darmian"
"14763",2023,"Inter","Serie A","Federico Dimarco","ITA","MF,DF","24-349",1997,8.2,36,4.38,20,14,0,0,1,1,1,0.12,1,0,0,0,0,0,"https://fbref.com/en/players/970b8574/Federico-Dimarco"
"14764",2023,"Inter","Serie A","Denzel Dumfries","NED","MF","26-190",1996,8.8,34,3.88,19,3,0,6,5,1,5,0.57,3,0,0,1,1,0,"https://fbref.com/en/players/481c9ece/Denzel-Dumfries"
"14765",2023,"Inter","Serie A","Edin Džeko","BIH","FW","36-222",1986,6.6,27,4.04,22,0,0,5,0,0,5,0.75,4,0,0,1,0,0,"https://fbref.com/en/players/3bb7f478/Edin-Dzeko"
"14766",2023,"Inter","Serie A","Roberto Gagliardini","ITA","MF","28-201",1994,1.8,4,2.25,3,0,0,0,1,0,1,0.56,1,0,0,0,0,0,"https://fbref.com/en/players/ce30bfc8/Roberto-Gagliardini"
"14767",2023,"Inter","Serie A","Robin Gosens","GER","MF","28-112",1994,2.1,4,1.91,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/2d970560/Robin-Gosens"
"14768",2023,"Inter","Serie A","Samir Handanović","SVN","GK","38-103",1984,8,2,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/74419746/Samir-Handanovic"
"14769",2023,"Inter","Serie A","Romelu Lukaku","BEL","FW","29-165",1993,2.5,6,2.41,4,0,1,1,0,0,3,1.21,2,0,1,0,0,0,"https://fbref.com/en/players/5eae500a/Romelu-Lukaku"
"14770",2023,"Inter","Serie A","Lautaro Martínez","ARG","FW","25-064",1997,10.2,29,2.86,20,1,3,1,4,0,7,0.69,4,0,1,1,1,0,"https://fbref.com/en/players/f7036e1c/Lautaro-Martinez"
"14771",2023,"Inter","Serie A","Henrikh Mkhitaryan","ARM","MF","33-277",1989,3.6,14,3.88,11,0,0,0,2,1,3,0.83,2,0,0,0,0,1,"https://fbref.com/en/players/dd0daf32/Henrikh-Mkhitaryan"
"14772",2023,"Inter","Serie A","André Onana","CMR","GK","26-206",1996,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e9c0c1b2/Andre-Onana"
"14773",2023,"Inter","Serie A","Milan Škriniar","SVK","DF","27-256",1995,10.3,5,0.48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/30f5ffa9/Milan-Skriniar"
"14774",2023,"Inter","Serie A","Stefan de Vrij","NED","DF","30-262",1992,8.1,3,0.37,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/d0d8dd44/Stefan-de-Vrij"
"14775",2023,"Juventus","Serie A","Leonardo Bonucci","ITA","DF","35-177",1987,5.6,5,0.9,3,0,0,1,0,1,1,0.18,0,0,0,1,0,0,"https://fbref.com/en/players/52ec54d0/Leonardo-Bonucci"
"14776",2023,"Juventus","Serie A","Gleison Bremer","BRA","DF","25-221",1997,9.5,7,0.74,6,0,0,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5fd5ed86/Gleison-Bremer"
"14777",2023,"Juventus","Serie A","Juan Cuadrado","COL","MF,FW","34-152",1988,7.5,32,4.28,18,8,2,1,3,0,6,0.8,2,2,0,0,2,0,"https://fbref.com/en/players/0ab1f153/Juan-Cuadrado"
"14778",2023,"Juventus","Serie A","Danilo","BRA","DF","31-102",1991,10.1,19,1.87,15,1,0,1,1,1,2,0.2,1,0,0,1,0,0,"https://fbref.com/en/players/94b2001f/Danilo"
"14779",2023,"Juventus","Serie A","Mattia De Sciglio","ITA","DF","30-005",1992,5.1,9,1.76,8,0,0,0,1,0,1,0.2,1,0,0,0,0,0,"https://fbref.com/en/players/ae4e2852/Mattia-De-Sciglio"
"14780",2023,"Juventus","Serie A","Ángel Di María","ARG","FW","34-253",1988,2.1,4,1.94,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/19cda00b/Angel-Di-Maria"
"14781",2023,"Juventus","Serie A","Nicolò Fagioli","ITA","MF","21-255",2001,0.5,5,10.71,3,1,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/366be751/Nicolo-Fagioli"
"14782",2023,"Juventus","Serie A","Federico Gatti","ITA","DF","24-123",1998,2,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/18dd3219/Federico-Gatti"
"14783",2023,"Juventus","Serie A","Samuel Iling-Junior","ENG","MF","19-021",2003,0.1,1,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ba492306/Samuel-Iling-Junior"
"14784",2023,"Juventus","Serie A","Moise Kean","ITA","FW","22-239",2000,3.7,11,2.99,8,0,1,2,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3d50bcdb/Moise-Kean"
"14785",2023,"Juventus","Serie A","Filip Kostić","SRB","MF,FW","29-358",1992,8.3,36,4.31,29,3,2,2,0,0,4,0.48,3,0,0,1,0,0,"https://fbref.com/en/players/b1cd37e6/Filip-Kostic"
"14786",2023,"Juventus","Serie A","Manuel Locatelli","ITA","MF","24-290",1998,8.2,16,1.96,14,1,0,1,0,0,2,0.24,2,0,0,0,0,0,"https://fbref.com/en/players/a8a874f1/Manuel-Locatelli"
"14787",2023,"Juventus","Serie A","Weston McKennie","USA","MF","24-058",1998,7.5,12,1.6,10,0,0,2,0,0,1,0.13,1,0,0,0,0,0,"https://fbref.com/en/players/01c3aff5/Weston-McKennie"
"14788",2023,"Juventus","Serie A","Arkadiusz Milik","POL","FW","28-239",1994,4.1,10,2.45,7,0,0,1,1,1,1,0.24,0,0,0,0,0,1,"https://fbref.com/en/players/85613cf0/Arkadiusz-Milik"
"14789",2023,"Juventus","Serie A","Fabio Miretti","ITA","MF","19-083",2003,5.1,19,3.77,11,4,2,2,0,0,3,0.6,3,0,0,0,0,0,"https://fbref.com/en/players/34693494/Fabio-Miretti"
"14790",2023,"Juventus","Serie A","Leandro Paredes","ARG","MF","28-118",1994,3.9,10,2.54,5,4,0,1,0,0,1,0.25,1,0,0,0,0,0,"https://fbref.com/en/players/dff153a4/Leandro-Paredes"
"14791",2023,"Juventus","Serie A","Mattia Perin","ITA","GK","29-349",1992,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/4c62d0c8/Mattia-Perin"
"14792",2023,"Juventus","Serie A","Adrien Rabiot","FRA","MF","27-205",1995,6.4,17,2.67,13,0,1,1,0,2,1,0.16,1,0,0,0,0,0,"https://fbref.com/en/players/8794e251/Adrien-Rabiot"
"14793",2023,"Juventus","Serie A","Nicolò Rovella","ITA","MF","20-325",2001,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/e58cbfd5/Nicolo-Rovella"
"14794",2023,"Juventus","Serie A","Daniele Rugani","ITA","DF","28-088",1994,1.9,1,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/14b8fcdf/Daniele-Rugani"
"14795",2023,"Juventus","Serie A","Alex Sandro","BRA","DF","31-272",1991,6.5,16,2.44,13,0,1,0,1,1,1,0.15,1,0,0,0,0,0,"https://fbref.com/en/players/0d82903c/Alex-Sandro"
"14796",2023,"Juventus","Serie A","Matìas Soulé","ARG","FW","19-193",2003,0.4,4,9.73,1,1,1,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c13ddd3e/Matias-Soule"
"14797",2023,"Juventus","Serie A","Wojciech Szczęsny","POL","GK","32-190",1990,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/01b8a2b2/Wojciech-Szczesny"
"14798",2023,"Juventus","Serie A","Dušan Vlahović","SRB","FW","22-270",2000,9.4,24,2.54,15,0,2,4,3,0,2,0.21,1,0,0,0,1,0,"https://fbref.com/en/players/79443529/Dusan-Vlahovic"
"14799",2023,"Juventus","Serie A","Denis Zakaria","SUI","MF","25-339",1996,1.4,1,0.73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/384d58d9/Denis-Zakaria"
"14800",2023,"Köln","Bundesliga","Sargis Adamyan","ARM","FW","29-155",1993,3,12,3.99,10,0,0,2,0,0,1,0.33,0,0,0,1,0,0,"https://fbref.com/en/players/22919e97/Sargis-Adamyan"
"14801",2023,"Köln","Bundesliga","Julian Chabot","GER","DF","24-255",1998,1.4,4,2.86,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ae7058f9/Julian-Chabot"
"14802",2023,"Köln","Bundesliga","Florian Dietz","GER","FW","24-083",1998,4.3,6,1.41,3,1,1,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/8779ddf8/Florian-Dietz"
"14803",2023,"Köln","Bundesliga","Ondrej Duda","SVK","MF","27-324",1994,5.2,17,3.24,14,1,2,0,0,0,3,0.57,2,0,1,0,0,0,"https://fbref.com/en/players/79ca3e23/Ondrej-Duda"
"14804",2023,"Köln","Bundesliga","Kingsley Ehizibue","NED","DF","27-153",1995,0.7,1,1.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/76b2817e/Kingsley-Ehizibue"
"14805",2023,"Köln","Bundesliga","Jonas Hector","GER","DF","32-151",1990,10.9,26,2.39,17,6,1,0,2,0,4,0.37,3,0,0,0,1,0,"https://fbref.com/en/players/c2009df3/Jonas-Hector"
"14806",2023,"Köln","Bundesliga","Timo Hübers","GER","DF","26-097",1996,9.4,5,0.53,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/94302c52/Timo-Hubers"
"14807",2023,"Köln","Bundesliga","Denis Huseinbasic","GER","MF","21-114",2001,1.6,4,2.52,3,0,0,1,0,0,1,0.63,1,0,0,0,0,0,"https://fbref.com/en/players/b116c6e3/Denis-Huseinbasic"
"14808",2023,"Köln","Bundesliga","Florian Kainz","AUT","MF","30-001",1992,7.9,30,3.81,13,12,2,1,2,0,6,0.76,3,1,0,1,1,0,"https://fbref.com/en/players/94c18565/Florian-Kainz"
"14809",2023,"Köln","Bundesliga","Luca Kilian","GER","DF","23-054",1999,9.2,7,0.76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/610aa1e9/Luca-Kilian"
"14810",2023,"Köln","Bundesliga","Tim Lemperle","GER","FW","20-262",2002,0.4,3,7.94,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/792ffa71/Tim-Lemperle"
"14811",2023,"Köln","Bundesliga","Dejan Ljubicic","AUT","MF","25-017",1997,6.2,27,4.34,24,0,0,2,1,0,4,0.64,4,0,0,0,0,0,"https://fbref.com/en/players/c455a2b2/Dejan-Ljubicic"
"14812",2023,"Köln","Bundesliga","Linton Maina","GER","FW,MF","23-124",1999,5.6,17,3.04,13,2,2,0,0,0,3,0.54,2,0,1,0,0,0,"https://fbref.com/en/players/e5d85da8/Linton-Maina"
"14813",2023,"Köln","Bundesliga","Eric Martel","GER","MF","20-179",2002,4.8,9,1.89,9,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/92a16062/Eric-Martel"
"14814",2023,"Köln","Bundesliga","Mathias Olesen","LUX","MF,FW","21-218",2001,1.1,1,0.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/86adbcc7/Mathias-Olesen"
"14815",2023,"Köln","Bundesliga","Kristian Pedersen","DEN","DF","28-082",1994,1,1,1.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5154b2ba/Kristian-Pedersen"
"14816",2023,"Köln","Bundesliga","Kingsley Schindler","GER","MF,DF","29-105",1993,4.2,11,2.61,10,0,0,0,1,0,1,0.24,1,0,0,0,0,0,"https://fbref.com/en/players/bd527260/Kingsley-Schindler"
"14817",2023,"Köln","Bundesliga","Benno Schmitz","GER","DF","27-342",1994,8.3,25,3.03,19,4,0,0,1,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ad00b1a8/Benno-Schmitz"
"14818",2023,"Köln","Bundesliga","Marvin Schwäbe","GER","GK","27-183",1995,11,2,0.18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/87436846/Marvin-Schwabe"
"14819",2023,"Köln","Bundesliga","Ellyes Skhiri","TUN","MF","27-168",1995,11,26,2.36,23,0,0,2,0,1,3,0.27,3,0,0,0,0,0,"https://fbref.com/en/players/c2211709/Ellyes-Skhiri"
"14820",2023,"Köln","Bundesliga","Nikola Soldo","CRO","DF","21-273",2001,1.6,2,1.26,1,0,0,0,0,1,1,0.63,0,0,0,0,0,1,"https://fbref.com/en/players/4f627629/Nikola-Soldo"
"14821",2023,"Köln","Bundesliga","Jan Thielmann","GER","MF,FW","20-152",2002,4.6,9,1.94,6,0,1,0,2,0,3,0.65,1,0,1,0,1,0,"https://fbref.com/en/players/fd53759d/Jan-Thielmann"
"14822",2023,"Köln","Bundesliga","Steffen Tigges","GER","FW","24-086",1998,6,14,2.32,13,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/6b8887c2/Steffen-Tigges"
"14823",2023,"Köln","Bundesliga","Mark Uth","GER","FW,MF","31-062",1991,0.4,1,2.57,0,0,1,0,0,0,1,2.57,0,0,1,0,0,0,"https://fbref.com/en/players/a3ddb1b9/Mark-Uth"
"14824",2023,"Lazio","Serie A","Luis Alberto","ESP","MF","30-027",1992,4.2,15,3.57,8,6,0,0,0,1,4,0.95,3,0,0,0,0,1,"https://fbref.com/en/players/5294a83f/Luis-Alberto"
"14825",2023,"Lazio","Serie A","Felipe Anderson","BRA","FW","29-193",1993,9.5,22,2.31,18,0,3,0,0,1,3,0.31,2,0,1,0,0,0,"https://fbref.com/en/players/9f1893b9/Felipe-Anderson"
"14826",2023,"Lazio","Serie A","Marcos Antônio","BRA","MF","22-134",2000,2.2,1,0.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/108fe016/Marcos-Antonio"
"14827",2023,"Lazio","Serie A","Toma Bašić","CRO","MF","25-334",1996,1.8,3,1.7,2,0,0,0,1,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/80556f08/Toma-Basic"
"14828",2023,"Lazio","Serie A","Matteo Cancellieri","ITA","FW","20-255",2002,1.1,3,2.81,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/b6a1cdf9/Matteo-Cancellieri"
"14829",2023,"Lazio","Serie A","Nicolò Casale","ITA","DF","24-253",1998,3.6,3,0.83,1,1,0,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3f5f38fb/Nicolo-Casale"
"14830",2023,"Lazio","Serie A","Danilo Cataldi","ITA","MF","28-080",1994,7.2,15,2.06,8,7,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/ba3d3bea/Danilo-Cataldi"
"14831",2023,"Lazio","Serie A","Mario Gila","ESP","DF","22-057",2000,0.8,1,1.34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9c435456/Mario-Gila"
"14832",2023,"Lazio","Serie A","Elseid Hysaj","ALB","DF","28-247",1994,2.2,9,4.07,7,0,2,0,0,0,1,0.45,1,0,0,0,0,0,"https://fbref.com/en/players/2f3452eb/Elseid-Hysaj"
"14833",2023,"Lazio","Serie A","Ciro Immobile","ITA","FW","32-247",1990,9,31,3.44,22,0,2,4,3,0,9,1,7,0,0,2,0,0,"https://fbref.com/en/players/4431aed2/Ciro-Immobile"
"14834",2023,"Lazio","Serie A","Manuel Lazzari","ITA","DF","28-330",1993,9,8,0.89,7,0,0,0,1,0,2,0.22,2,0,0,0,0,0,"https://fbref.com/en/players/02caf6e0/Manuel-Lazzari"
"14835",2023,"Lazio","Serie A","Adam Marušić","MNE","DF","30-008",1992,10.8,12,1.11,9,2,0,0,0,1,1,0.09,1,0,0,0,0,0,"https://fbref.com/en/players/d4535821/Adam-Marusic"
"14836",2023,"Lazio","Serie A","Luís Maximiano","POR","GK","23-293",1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/3318286e/Luis-Maximiano"
"14837",2023,"Lazio","Serie A","Sergej Milinković-Savić","SRB","MF","27-240",1995,10.7,32,3,29,1,1,1,0,0,10,0.94,10,0,0,0,0,0,"https://fbref.com/en/players/4e6dbac4/Sergej-Milinkovic-Savic"
"14838",2023,"Lazio","Serie A","Patric","ESP","DF","29-191",1993,8.4,3,0.36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/f7223718/Patric"
"14839",2023,"Lazio","Serie A","Pedro","ESP","FW","35-089",1987,4,11,2.76,10,0,1,0,0,0,3,0.75,3,0,0,0,0,0,"https://fbref.com/en/players/3ca7254a/Pedro"
"14840",2023,"Lazio","Serie A","Ivan Provedel","ITA","GK","28-222",1994,10.9,3,0.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/277da414/Ivan-Provedel"
"14841",2023,"Lazio","Serie A","Alessio Romagnoli","ITA","DF","27-286",1995,9.3,4,0.43,3,1,0,0,0,0,1,0.11,1,0,0,0,0,0,"https://fbref.com/en/players/3ead85f9/Alessio-Romagnoli"
"14842",2023,"Lazio","Serie A","Matías Vecino","URU","MF","31-062",1991,6,9,1.49,8,0,1,0,0,0,2,0.33,2,0,0,0,0,0,"https://fbref.com/en/players/44ac04e9/Matias-Vecino"
"14843",2023,"Lazio","Serie A","Mattia Zaccagni","ITA","FW","27-131",1995,9.4,27,2.88,19,1,2,3,2,0,5,0.53,3,1,0,1,0,0,"https://fbref.com/en/players/d85c238b/Mattia-Zaccagni"
"14844",2023,"Lecce","Serie A","Kristoffer Askildsen","NOR","MF","21-289",2001,5,9,1.8,3,4,0,0,2,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/a69cc629/Kristoffer-Askildsen"
"14845",2023,"Lecce","Serie A","Lameck Banda","ZAM","FW,MF","21-269",2001,8.1,14,1.73,4,0,6,1,3,0,2,0.25,2,0,0,0,0,0,"https://fbref.com/en/players/8a6de8c7/Lameck-Banda"
"14846",2023,"Lecce","Serie A","Federico Baschirotto","ITA","DF","26-035",1996,11,3,0.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/5a08ee41/Federico-Baschirotto"
"14847",2023,"Lecce","Serie A","Kristijan Bistrović","CRO","MF","24-199",1998,4.5,7,1.54,2,5,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/79370f8c/Kristijan-Bistrovic"
"14848",2023,"Lecce","Serie A","Alexis Blin","FRA","MF,DF","26-039",1996,4.4,6,1.35,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/c69ef855/Alexis-Blin"
"14849",2023,"Lecce","Serie A","Assan Ceesay","GAM","FW","28-222",1994,8.5,15,1.77,9,0,2,1,3,0,2,0.24,1,0,1,0,0,0,"https://fbref.com/en/players/07f8bcc8/Assan-Ceesay"
"14850",2023,"Lecce","Serie A","Lorenzo Colombo","ITA","FW","20-231",2002,2.6,2,0.76,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/04df29a5/Lorenzo-Colombo"
"14851",2023,"Lecce","Serie A","Federico Di Francesco","ITA","FW,MF","28-133",1994,5.4,7,1.29,5,0,0,0,2,0,1,0.18,1,0,0,0,0,0,"https://fbref.com/en/players/1fca9171/Federico-Di-Francesco"
"14852",2023,"Lecce","Serie A","Wladimiro Falcone","ITA","GK","27-196",1995,11,1,0.09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"https://fbref.com/en/players/9f5a610b/Wladimiro-Falcone"
"14853",2023,"Lecce","Serie A","Antonino Gallo","ITA","DF","22-293",2000,6.2,15,2.44,14,0,1,0,0,0,1,0.16,1,0,0,0,0,0,"https://fbref.com/en/players/c74d63ac/Antonino-Gallo"
"14854",2023,"Lecce","Serie A","Valentin Gendrey","FRA","DF","22-126",2000,10,12,1.2,8,1,1,0,2,0,1,0.1,0,0,0,0,1,0,"https://fbref.com/en/players/822ed0ec/Valentin-Gendrey"
"14855",2023,"Lecce","Serie A","Joan Gonzàlez","ESP","MF","20-266",2002,8.4,12,1.42,9,0,0,1,1,1,1,0.12,1,0,0,0,0,0,"https://fbref.com/en/players/f025eade/Joan-Gonzalez"
